regime,n_sectors,seed,cdpp_1h_ppm,n_skipped_variability,rotation_period,period,sde,snr,depth_ppm,n_transits,snr_threshold,detected,rotation_warning
quiet,1,14,60.94241782771718,0,11.41666666658665,0.5212900220784562,5.194087259721172,4.593184742516109,32.81839289703825,52,7.0,False,False
quiet,1,15,64.59482676861347,2,12.454545454458165,0.7010671663383787,3.5383835865764466,4.801803460595281,52.68930357937851,38,7.0,False,False
quiet,1,16,58.47460939251886,1,10.538461538387677,0.5164397334084748,4.976957255912006,5.2156860720921046,24.78750879830738,51,7.0,False,False
quiet,1,17,65.94350738540906,0,12.454545454458165,0.5802687361908693,6.443638124023295,5.766528740099739,36.2891501928253,45,7.0,False,False
quiet,1,18,58.58071289509879,0,12.454545454458165,0.5175792159826824,4.363120755251488,4.862117834774418,27.260700306674934,51,7.0,False,False
quiet,1,19,60.15116416476086,0,12.454545454458165,1.0403054723504257,5.474466075509022,5.944211104329711,54.797044395815675,25,7.0,False,False
quiet,1,20,56.106196901369394,0,12.454545454458165,0.6582266693812812,5.0851656628765705,5.486287983197904,69.58807906964904,40,7.0,False,False
quiet,1,21,61.93037326221221,0,12.454545454458165,1.5547254934782357,6.074915729280738,6.525298452652784,119.62813894939029,17,7.0,False,False
quiet,1,22,56.60902619198746,0,11.41666666658665,1.7683867161214353,4.403857168286705,5.441892418874328,99.83358956355826,16,7.0,False,False
quiet,1,23,56.731622947875906,0,12.454545454458165,0.618426907437588,4.156084366747886,4.901609597185787,43.73481667196977,44,7.0,False,False
quiet,1,24,58.80701306976823,1,11.41666666658665,1.060663116358072,4.673361790621571,4.353688257296821,30.70339977617742,25,7.0,False,False
quiet,1,25,60.49416771719929,0,10.538461538387677,0.7438827239508295,5.349517470680856,4.77704934885327,37.867429532045804,34,7.0,False,False
quiet,1,26,60.476013142242394,0,11.41666666658665,0.6384368994235209,6.414950412676693,5.873061746433392,55.7917904759897,42,7.0,False,False
quiet,1,27,63.56433724211917,0,11.41666666658665,9.842117324111506,3.9924850463126367,6.043415429852976,164.0006097742841,3,7.0,False,False
quiet,1,28,55.386559397211784,0,11.41666666658665,0.7256604366032948,5.134942223686548,5.206337382984049,50.781910473918224,36,7.0,False,False
quiet,1,29,53.37867749240564,0,11.41666666658665,0.7485330525987838,5.645759212334237,5.990867386930253,38.18211326878096,36,7.0,False,False
quiet,1,30,64.20343869968399,0,11.41666666658665,0.5263058470343286,5.1382954303401736,5.247212469955058,42.735766543233744,50,7.0,False,False
quiet,1,31,57.30784255568728,1,11.41666666658665,2.0052545817572907,3.6753860593209664,4.664932900129206,89.52821923124965,12,7.0,False,False
quiet,1,32,57.74285244368003,0,12.454545454458165,0.9156562249503242,6.197324844738639,6.575760047109996,55.69179106357236,29,7.0,False,False
quiet,1,33,56.428017816817984,0,11.41666666658665,0.547688282559442,4.974916739016406,5.518522423881239,29.073732494722115,48,7.0,False,False
quiet,1,34,56.106695081807764,0,13.69999999990398,0.5601486428844763,5.031742258305074,5.298888404181447,30.5072604358525,48,7.0,False,False
quiet,1,35,58.09825066647133,1,11.41666666658665,0.5863865892473799,3.8152325072082722,4.81769602007581,25.012762852827386,45,7.0,False,False
quiet,1,36,59.34468683184215,0,12.454545454458165,0.5550773993040842,8.128600911674404,7.228621739500188,34.668424394257435,47,7.0,True,False
quiet,1,37,58.00158183738678,0,12.454545454458165,0.5310604142141542,6.205223181283481,5.4234844601074474,32.597006774048864,49,7.0,False,False
quiet,1,38,57.65435483031344,0,11.41666666658665,0.5143767393806028,4.822097611332242,5.527756348456514,28.582093656082108,51,7.0,False,False
quiet,1,39,56.65016350445659,2,12.454545454458165,0.7021869571455044,3.680444793370945,4.164406136487629,26.810963198009574,37,7.0,False,False
quiet,1,40,58.131869843292826,0,11.41666666658665,0.5201423699357036,6.035965562012298,5.902587581036387,46.91186551020188,51,7.0,False,False
quiet,1,41,62.542089353120346,0,11.41666666658665,0.5198788992383679,5.810984205793211,5.314293977398584,28.214480019217447,50,7.0,False,False
quiet,1,42,62.0397942679904,0,12.454545454458165,1.1487723891887123,5.10410386595337,5.259006613949814,33.84723585531102,22,7.0,False,False
quiet,1,43,60.267411061701345,0,12.454545454458165,0.6832356552252044,4.420187065421468,5.06245960146537,31.267025201064946,39,7.0,False,False
quiet,1,44,60.65721190557445,0,10.538461538387677,0.7185262490152176,4.6906620521638684,5.422180342770104,77.15780284645035,36,7.0,False,False
quiet,1,45,61.433338619083216,2,10.538461538387677,2.6310779586626056,4.234284072103849,4.64959578301007,69.64298063172336,10,7.0,False,False
quiet,1,46,63.45271006737761,0,11.41666666658665,0.6324485621743017,4.487370571010874,4.290520357188608,26.822372920398685,42,7.0,False,False
quiet,1,47,63.321534806397395,0,12.454545454458165,0.5633077778029796,5.300405310390389,5.021803516101216,53.7184198619034,48,7.0,False,False
quiet,1,48,61.74386164244161,0,11.41666666658665,1.5020344794443978,4.472433817282325,5.492325229116078,102.5000352032901,18,7.0,False,False
quiet,1,49,61.46735643455571,1,12.454545454458165,0.822401083156261,4.22174223761263,5.271726223054199,34.64248892026678,33,7.0,False,False
quiet,1,50,60.552768996774326,1,11.41666666658665,0.9468892661925473,4.671471612033034,4.921807077926036,37.67317176361917,28,7.0,False,False
quiet,1,51,61.06500691481401,0,12.454545454458165,0.5419741743330381,6.431705180103621,5.520860459194229,34.921845696644915,49,7.0,False,False
quiet,1,52,59.81408892484099,0,11.41666666658665,0.7752037114977588,4.505061928485663,5.230771570428504,36.80082029200449,34,7.0,False,False
quiet,1,53,58.408698395596,0,12.454545454458165,0.7584396979167686,5.376034142039031,5.107220253271563,53.68764189417341,35,7.0,False,False
quiet,1,54,59.572012297036366,0,13.69999999990398,2.0718685027524626,4.433664584599478,5.416394156197765,55.95936420965675,14,7.0,False,False
quiet,1,55,56.768903157826685,1,11.41666666658665,0.5030874776639149,4.928531929531325,4.942667963344346,24.07994001252245,52,7.0,False,False
quiet,1,56,60.30911772326641,1,11.41666666658665,4.303550764089694,4.237217063212378,5.338614800436752,100.0042934110601,6,7.0,False,False
quiet,1,57,59.91170123536498,0,12.454545454458165,0.903741825035674,4.768599645713651,4.025824149502398,27.258693349629937,29,7.0,False,False
quiet,1,58,62.285170975989274,0,5.9565217390886875,0.49986068679336687,5.856661382142006,4.471028009906952,27.46322403024415,53,7.0,False,False
quiet,1,59,59.75196729833248,0,12.454545454458165,1.2052049536283893,5.200422641306905,5.541158192422932,44.12910664697289,22,7.0,False,False
quiet,1,60,56.21389374906025,0,12.454545454458165,0.5076451537321621,5.939481359095111,5.830443446821323,42.184506135911626,52,7.0,False,False
quiet,1,61,63.55386556463298,0,12.454545454458165,0.8343626480762286,5.792329816561813,5.465281306690261,66.43264089323253,32,7.0,False,False
quiet,1,62,54.56443911314942,0,11.41666666658665,0.6604649149297279,4.916298536281683,5.437657565710059,54.75977806368437,40,7.0,False,False
quiet,1,63,58.35621960492711,0,11.41666666658665,1.7324693771936186,4.467065844535864,5.1626545631129845,60.85197596295,16,7.0,False,False
quiet,1,64,55.66786685655264,0,10.538461538387677,0.5334875669515853,5.370838724343562,5.577000476224754,27.19119456728869,50,7.0,False,False
quiet,1,65,57.019387852447,0,11.41666666658665,5.761237397434358,6.258395762548582,6.737467474536207,260.78934752937766,5,7.0,False,True
quiet,1,66,58.560341616342726,0,11.41666666658665,1.1318158548763813,4.216673256412961,5.509385685916683,33.58172540557369,24,7.0,False,False
quiet,1,67,56.25826852749692,0,13.69999999990398,0.8025603091273187,5.635701631053084,5.910266489571324,66.15715546887114,33,7.0,False,False
quiet,1,68,59.29908908228823,0,11.41666666658665,0.7956974676273761,4.9714575459656105,5.10982408427016,66.95700038861219,32,7.0,False,False
quiet,1,69,55.629253553184476,0,12.454545454458165,0.7254214930070805,5.0933230528840605,7.343156933372048,28.961274093242118,37,7.0,False,False
quiet,1,70,57.24936672151064,0,12.454545454458165,0.960247838878287,5.062133305269147,5.157407877208366,58.63718284959685,28,7.0,False,False
quiet,1,71,60.04245575860378,0,12.454545454458165,0.8597898368623395,4.563688199784285,5.019511047853988,36.50868486138048,30,7.0,False,False
quiet,1,72,59.02162678501399,0,12.454545454458165,2.926236384348882,6.8217719210698515,5.809353663198653,109.90636637309149,10,7.0,False,False
quiet,1,73,59.701499369590536,0,11.41666666658665,0.5856591433553272,3.9999143806477067,4.149509771967563,47.6738910067942,44,7.0,False,False
quiet,1,74,62.11364098288837,0,11.41666666658665,7.303636638166138,5.336870504033785,6.085861960004413,216.60850587701395,4,7.0,False,False
quiet,1,75,52.48148855668493,0,12.454545454458165,2.9892493754692593,4.659936110548266,5.697921071631679,132.20365908839239,10,7.0,False,False
quiet,1,76,58.51084963359133,0,11.41666666658665,0.9577455111470041,6.167474487030716,5.95458224224245,96.35003329044878,27,7.0,False,False
quiet,1,77,60.234803903243126,0,12.454545454458165,1.0903319077845899,4.377248987716387,5.429695396003521,57.247130838211646,24,7.0,False,False
quiet,1,78,58.92757716166301,0,12.454545454458165,0.9547658361677009,4.565732059309955,5.013153770005723,78.1191333777409,28,7.0,False,False
quiet,1,79,56.24785644667739,0,12.454545454458165,0.5042869180565381,4.947825368161464,5.8604464592893475,44.18158560748342,53,7.0,False,False
quiet,1,80,63.29157415154217,0,11.41666666658665,0.5462057000966376,6.049503756122549,5.410916045397402,49.14060150706945,48,7.0,False,False
quiet,1,81,57.586384396030695,0,12.454545454458165,0.8856777443615559,3.849787189763263,5.084469741664945,88.87786340106007,30,7.0,False,False
quiet,1,82,59.55957939218558,0,11.41666666658665,2.521960351674294,5.7530387456945675,5.815951776143468,74.88933940147379,10,7.0,False,False
quiet,1,83,57.72529307739915,0,12.454545454458165,1.9409790808920488,4.946973965597937,5.678735667909102,70.50848791667619,14,7.0,False,False
quiet,1,84,54.59849215148543,0,10.538461538387677,0.9302222905138384,5.874623980649106,5.944561949355574,59.62960856731314,28,7.0,False,False
quiet,1,85,57.43915364266995,0,12.454545454458165,0.7406109220405844,4.951437888803108,6.1581717111884995,32.83050754365746,36,7.0,False,False
quiet,1,86,59.74601725139849,0,11.41666666658665,1.6884471186630725,5.423128315267881,6.223988176880167,43.21779102944845,16,7.0,False,False
quiet,1,87,53.3100077211987,0,12.454545454458165,4.342978461774057,5.397379470089688,6.239214316835786,136.6176463525326,6,7.0,False,False
quiet,1,88,63.07745393324129,0,11.41666666658665,1.5587480784547858,4.722601556558918,5.386686024309552,32.187463464228294,18,7.0,False,False
quiet,1,89,56.6781233395679,0,12.454545454458165,0.7406296843253269,4.477465066425821,5.442418328244055,42.489561829728295,36,7.0,False,False
quiet,1,90,61.42149024865503,0,12.454545454458165,2.9390147256496273,4.581159344437292,6.475677394003074,176.097159002242,10,7.0,False,False
quiet,1,91,60.08638462026455,0,11.41666666658665,0.9260839931283551,4.75139676414759,4.7838950809634415,49.27375110741483,29,7.0,False,False
quiet,1,92,54.95915954781996,0,5.9565217390886875,0.5084431174626897,5.510669288518996,5.700777445782406,27.89693050486708,52,7.0,False,False
quiet,1,93,52.75664778802797,0,12.454545454458165,0.7170170228220784,5.595218941874573,5.486842972727564,38.67454370243273,36,7.0,False,False
quiet,1,94,56.776924013544324,0,11.41666666658665,0.6348242613211956,4.360171337558071,4.455468029494318,43.628886468582984,41,7.0,False,False
quiet,1,95,63.75341071266677,0,12.454545454458165,0.8777927728611229,5.1797438165986405,5.114449983089024,51.54890120029343,30,7.0,False,False
quiet,1,96,57.72563135925298,0,12.454545454458165,0.9161434811605139,4.8349047568019685,5.225330508921441,38.65993327833994,28,7.0,False,False
quiet,1,97,56.05189357876438,0,12.454545454458165,0.5435416500511674,5.678238503035196,5.700406574380768,28.8989995701483,50,7.0,False,False
quiet,1,98,58.16129922100586,0,12.454545454458165,0.6752001893458671,4.565571791945237,5.065118642450269,28.97892508824107,40,7.0,False,False
quiet,1,99,62.46044272287627,0,11.41666666658665,0.5022597462170962,4.792178833751332,4.669566562581743,28.892614525544147,52,7.0,False,False
quiet,1,100,58.278830569020215,0,12.454545454458165,0.9380790337211313,5.6923267333696055,5.3431272258428475,36.2618834747197,28,7.0,False,False
quiet,1,101,63.59068948411709,2,11.41666666658665,0.5676914865057772,4.263481345883756,4.085787095181828,24.38866578102772,46,7.0,False,False
quiet,1,102,56.738639908487066,0,12.454545454458165,0.560503514234834,5.645554305059702,5.492544285623399,34.58237427578226,47,7.0,False,False
quiet,1,103,63.35614797687677,0,11.41666666658665,0.501547715896864,6.014053618786012,5.246807948603485,27.70405890384353,53,7.0,False,False
quiet,1,104,61.71601722642975,0,12.454545454458165,1.46460947685486,4.630721945494614,5.2190416196322635,58.19093886427762,18,7.0,False,False
quiet,1,105,58.81299336694943,0,12.454545454458165,0.7299009383202465,4.5161521313343735,4.668852351901675,30.43010048231487,36,7.0,False,False
quiet,1,106,57.50672914134537,2,12.454545454458165,11.688521761623601,3.8524717632696857,5.01899170619473,176.7991439504124,2,7.0,False,False
quiet,1,107,58.11352192450356,0,11.41666666658665,0.6698844697225383,4.328624680958088,4.857424021526415,23.821298620441134,40,7.0,False,False
quiet,1,108,59.98242168720549,1,12.454545454458165,1.0574971913536237,4.249718347854761,4.319434577212544,64.62324748812698,25,7.0,False,False
quiet,1,109,57.714449866465145,0,11.41666666658665,0.5964999710097899,4.474053469052397,5.354475242556946,25.861399239546223,44,7.0,False,False
quiet,1,110,60.28905347393972,0,11.41666666658665,0.6016447464078658,5.113702205574582,5.047969899551635,32.23012873565523,44,7.0,False,False
quiet,1,111,61.08900807377665,0,12.454545454458165,0.9358241162558311,5.360718472565879,5.151174590314574,35.30019911079929,28,7.0,False,False
quiet,1,112,56.7377954942884,0,12.454545454458165,0.5099006984368528,6.074385549658599,5.026204297886984,32.38605456779009,52,7.0,False,False
quiet,1,113,62.05012296481585,0,12.454545454458165,0.5646507929488007,5.490322376433865,5.3309444543592255,29.008164027399808,48,7.0,False,False
quiet,1,114,62.17154968276679,0,12.454545454458165,0.5724427540474567,5.471453745145443,6.4506111917866145,77.24812019316296,46,7.0,False,False
quiet,1,115,57.415699737169476,0,11.41666666658665,0.8126259680507133,4.458875086753174,5.216575696584569,31.68039089496144,33,7.0,False,False
quiet,1,116,61.542844138599015,0,11.41666666658665,0.9824675343348593,4.346559850809418,4.402686799499836,32.812331178466714,27,7.0,False,False
quiet,1,117,60.751485135514734,0,11.41666666658665,0.8118440605493499,4.7531131738406796,5.032385424234275,29.265095805919294,32,7.0,False,False
quiet,1,118,55.32074952373371,0,11.41666666658665,0.8394935328255495,4.639716563029946,4.32424139939622,27.597084863995036,32,7.0,False,False
quiet,1,119,55.89341339467741,0,12.454545454458165,0.6372250271760168,5.560744301175551,5.2584018554432435,48.1511406383861,41,7.0,False,False
quiet,1,120,61.10712665133686,0,12.454545454458165,1.2770609964411967,5.090034863582203,5.647387061774945,95.31887591684995,20,7.0,False,False
quiet,1,121,61.43437088057084,1,12.454545454458165,2.373975936917897,4.149476089774934,5.240223433899466,88.27329289307073,12,7.0,False,False
quiet,1,122,61.54664689845356,0,12.454545454458165,2.084028560462895,4.736168064220837,5.212401473902142,105.79672825028474,13,7.0,False,False
quiet,1,123,61.10177567109502,0,12.454545454458165,1.0115109510688125,5.12420940077933,5.4403945609075945,51.288199245602684,26,7.0,False,False
quiet,1,124,63.53871960607977,0,11.41666666658665,2.201020716582437,4.8386512079508925,5.343272551083052,68.5812045103651,12,7.0,False,False
quiet,1,125,58.39509530483082,0,6.227272727229082,1.4314130299247756,5.7271760646637535,5.110535291752866,48.89817951292397,18,7.0,False,False
quiet,1,126,62.10142707174752,0,10.538461538387677,3.052381799264309,4.648286433431007,5.308831440610295,135.24831900479927,8,7.0,False,False
quiet,1,127,63.24385221749329,0,11.41666666658665,1.2442324182897933,5.139152488730698,5.575334298793042,77.50935446459994,21,7.0,False,False
quiet,1,128,58.57674880437831,0,12.454545454458165,0.7066124283510326,5.739892402048592,5.684739337907627,53.09248545248835,38,7.0,False,False
quiet,1,129,56.86620569171949,0,11.41666666658665,0.5587455574919814,4.380362610768855,5.372251067777156,55.61253336294758,47,7.0,False,False
quiet,1,130,59.37881824493205,0,12.454545454458165,0.8043718472490741,4.386758081780652,5.002020123166347,55.0557107646954,33,7.0,False,False
quiet,1,131,66.61493630526151,0,11.41666666658665,0.6271833584273476,5.943487815299641,5.1232090311646985,37.909661636192915,42,7.0,False,False
quiet,1,132,59.830807731400405,0,12.454545454458165,0.9228988315430515,5.975908495560783,5.073256682920603,49.576637963233416,28,7.0,False,False
quiet,1,133,60.694870952102036,0,11.41666666658665,1.1934469166711286,4.500654181136816,4.817275537991836,53.38000716448299,23,7.0,False,False
quiet,1,134,64.03805202311412,0,11.41666666658665,0.681558787234829,4.805705285921038,5.545223790474961,52.44444395857695,39,7.0,False,False
quiet,1,135,58.147631694861154,1,12.454545454458165,2.111503165505024,4.11217658544904,5.818276203668857,102.25005320851909,13,7.0,False,False
quiet,1,136,55.35440508962154,0,11.41666666658665,1.3543329426810733,5.681937143200271,5.616027667805812,34.330513667080176,20,7.0,False,False
quiet,1,137,60.01796048749757,0,5.708333333293325,0.5524540448567732,5.360889465786147,4.59938556267293,24.847140903228038,48,7.0,False,False
quiet,1,138,60.32546740054995,0,5.9565217390886875,0.5193260450968692,5.246769601684322,4.942189922349599,27.37173295397355,52,7.0,False,False
quiet,1,139,62.60311151309178,0,12.454545454458165,1.6816597673977818,5.200330887807911,6.172085300829048,41.07431762401248,16,7.0,False,False
quiet,1,140,56.703355711582354,0,12.454545454458165,1.2849467910451349,5.004345573519367,6.102418223283649,33.14812917631915,20,7.0,False,False
quiet,1,141,60.647223701120886,0,11.41666666658665,0.5610717760841808,4.555400076189355,4.782147193991797,58.37752757265058,47,7.0,False,False
quiet,1,142,58.06242271281995,0,12.454545454458165,0.9429634379658203,4.389919742126693,5.798914593121242,106.02206617282839,28,7.0,False,False
quiet,1,143,56.66330768388507,0,11.41666666658665,0.6243773783546038,4.098125921826554,4.441470015287894,42.730326522910644,42,7.0,False,False
quiet,1,144,61.7848356169744,0,11.41666666658665,0.6524823349711385,4.691048108418105,5.230303796127508,61.23319200757038,40,7.0,False,False
quiet,1,145,56.39605447703507,0,13.69999999990398,4.578191831749056,6.080769968838161,6.2049116828223045,201.96790952287103,6,7.0,False,False
quiet,1,146,56.558744223458675,1,11.41666666658665,0.6758333704456368,4.539571558620738,4.449990207213386,24.9549278520389,40,7.0,False,False
quiet,1,147,58.17539443881856,0,12.454545454458165,0.6337637274513169,4.529420478466299,4.737233333830158,28.622625790286627,42,7.0,False,False
quiet,1,148,57.71847230921679,0,11.41666666658665,1.2772227669159382,4.12500499263539,4.721806411211657,33.215145253562284,21,7.0,False,False
quiet,1,149,63.64933878277145,0,12.454545454458165,0.6050992249885577,5.652394311201092,5.181070543453322,52.018299265821355,44,7.0,False,False
moderate,1,10000,165.76530054223792,0,7.210526315738938,4.578655776313604,4.606498520864199,5.9741421293624075,385.5470891530599,6,7.0,False,False
moderate,1,10001,182.99969416270292,0,6.84999999995199,6.7873331515531,4.28902698851016,5.7459819712286455,314.8161600654564,4,7.0,False,True
moderate,1,10002,169.21387259809813,0,6.84999999995199,3.490027152100543,3.6419976979502113,3.738754380788651,122.92807375546832,8,7.0,False,True
moderate,1,10003,153.67460856160824,0,6.84999999995199,2.8119212202911537,4.039275577545237,6.124892555058188,177.3135326721409,10,7.0,False,False
moderate,1,10004,179.08041794965106,3,6.84999999995199,0.6664652213190893,3.604554780631896,4.422365009202275,119.98307664107256,39,7.0,False,False
moderate,1,10005,171.9905895703529,0,7.210526315738938,7.103279199060631,4.3329313147254505,5.937646799620466,292.20601964663473,4,7.0,False,True
moderate,1,10006,170.51686329622564,0,7.210526315738938,0.5377754307434158,4.876817262106035,4.4164099606991245,84.87329972894919,50,7.0,False,False
moderate,1,10007,168.28817305659558,0,6.523809523763799,0.6923131821640236,4.310493196351665,4.507329559861323,75.58813115349227,38,7.0,False,False
moderate,1,10008,170.79089158153917,0,7.210526315738938,3.5113999993301372,4.116151592980819,9.322303140072748,146.69151832524818,8,7.0,False,True
moderate,1,10009,178.95585729697055,0,7.210526315738938,1.062034371708614,3.8993587849945435,4.412716692646827,102.15945429437045,25,7.0,False,False
moderate,1,10010,158.91905580680822,0,6.84999999995199,1.31981886761752,4.597885307401903,5.608320819106449,139.64849020209334,20,7.0,False,False
moderate,1,10011,165.6754459243461,0,6.523809523763799,3.5242329136854305,4.389851188259409,5.04704039657949,115.47217554563893,8,7.0,False,False
moderate,1,10012,170.57199556779753,0,6.84999999995199,0.7947506258325701,5.4285965296916325,4.603524836501705,80.32167421434534,33,7.0,False,False
moderate,1,10013,179.36974970768262,0,6.84999999995199,3.5738617280261495,3.9629808048426685,5.586418394807624,123.38126030109197,8,7.0,False,True
moderate,1,10014,188.51257256492786,0,7.210526315738938,1.1175416967091103,4.140950990470577,4.490813428815062,164.17545964675372,24,7.0,False,False
moderate,1,10015,186.21291582466537,0,7.210526315738938,0.6258818485119055,3.8666799638073943,3.99396510443388,80.05598783489276,43,7.0,False,False
moderate,1,10016,181.80325670482972,2,7.210526315738938,1.3230995918798754,3.3992222223853235,3.3847035536562444,71.69573612830771,20,7.0,False,False
moderate,1,10017,162.24363177501874,0,6.84999999995199,0.7882740137263049,5.297172581408929,5.368386050349543,130.2379400036635,32,7.0,False,False
moderate,1,10018,173.03749546126105,0,7.210526315738938,0.7173985754044363,5.238136796438499,3.8267737382836655,77.03286323379466,38,7.0,False,False
moderate,1,10019,176.25727800981917,0,7.210526315738938,3.466851674416327,4.990794656174312,6.190069310345949,131.5840065282403,8,7.0,False,True
moderate,1,10020,174.69308238942403,0,7.210526315738938,0.8860592564322667,4.740375034179186,4.00310426204919,92.98885260744515,30,7.0,False,False
moderate,1,10021,165.05366355397013,0,7.210526315738938,3.5558901304505226,4.019632893205143,5.511715456305788,118.55010930494902,8,7.0,False,True
moderate,1,10022,165.16524640889023,0,7.210526315738938,9.834640194979782,2.983198682727335,6.026440199665897,354.6910707723505,3,7.0,False,False
moderate,1,10023,173.08869055884674,0,6.84999999995199,0.6089282352547006,3.5667756050999486,3.635455384477138,72.18949415999099,44,7.0,False,False
moderate,1,10024,164.88244126664685,0,6.84999999995199,1.9396027749801228,6.6935188258196225,6.09480584187377,187.1120892515954,14,7.0,False,False
moderate,1,10025,177.80743748374206,0,6.84999999995199,0.9155634436299291,4.4581059525538365,5.256875399356087,223.06913135294872,29,7.0,False,False
moderate,1,10026,167.45854068937112,0,7.210526315738938,0.5405344461041038,4.819967360481316,4.6700472389576735,74.3991478485695,48,7.0,False,False
moderate,1,10027,169.90097586381683,0,6.84999999995199,1.6620503475765656,4.793799072453322,5.18905304150105,257.74706996517517,16,7.0,False,False
moderate,1,10028,170.29741390863813,0,6.84999999995199,0.6884305609141542,4.8485702759182825,4.856934077322271,122.3215203851602,38,7.0,False,False
moderate,1,10029,167.39329492440118,0,6.84999999995199,4.07707322871077,3.8654757810718197,5.64023771853706,377.44509094506105,6,7.0,False,False
moderate,1,10030,175.09373939846455,0,7.210526315738938,1.295077582703369,3.4764255581531063,4.585309035456575,114.42134182582109,22,7.0,False,False
moderate,1,10031,164.46362350934632,0,7.210526315738938,1.3617641275930208,4.766243019917899,5.918145991054498,149.0820986650432,20,7.0,False,False
moderate,1,10032,185.76859369784657,0,6.84999999995199,7.098602070330327,3.727190891072324,7.966651174019741,402.6271852322072,4,7.0,False,True
moderate,1,10033,188.02913206078478,1,7.611111111057767,11.086035491425855,3.7165548217103783,4.8134877572724175,410.6393699311317,3,7.0,False,False
moderate,1,10034,164.56289281767982,0,6.84999999995199,0.7601709043704875,5.302862193552979,4.403220223568283,87.6798978384219,34,7.0,False,False
moderate,1,10035,173.5331607665912,0,6.84999999995199,7.096803994797739,4.5889855330606775,6.24023676298425,322.5687568233493,4,7.0,False,True
moderate,1,10036,186.1758994511855,1,6.523809523763799,1.58033826307924,3.567668668027032,4.272544089403553,154.0110119814253,16,7.0,False,False
moderate,1,10037,170.75804302189937,0,7.611111111057767,0.6811617833568814,4.648742635565059,4.5286699155035794,77.24085327742714,38,7.0,False,False
moderate,1,10038,175.62085148009598,0,6.84999999995199,4.747805938349271,4.816318144252303,5.572561975940384,182.4132661318867,6,7.0,False,False
moderate,1,10039,175.98214302314926,0,7.210526315738938,2.3628161327117985,4.144275973999075,3.9242312301747737,110.53723950638084,11,7.0,False,False
moderate,1,10040,181.7780408496048,1,7.210526315738938,3.3123981737969914,3.4433324894583746,5.623280615664318,142.45292140957488,8,7.0,False,False
moderate,1,10041,164.71325865246766,0,7.210526315738938,0.6170654024492,4.366835817795292,4.753746816395083,75.91094883729887,42,7.0,False,False
moderate,1,10042,169.8497008366499,0,7.210526315738938,0.8387070202595696,4.112506480792567,5.139862014389368,167.58655728144055,32,7.0,False,False
moderate,1,10043,180.1654963963845,6,6.523809523763799,0.575802492812677,3.180972199323382,4.360880545119896,105.31817878067784,45,7.0,False,False
moderate,1,10044,165.06771209165575,0,6.84999999995199,1.6239261638169404,3.530352448270823,3.3472444370885235,68.85282270041593,16,7.0,False,False
moderate,1,10045,175.0624151629183,0,6.84999999995199,7.069529254831068,5.047391804522003,5.609365473022859,163.9032547586794,4,7.0,False,True
moderate,1,10046,177.92205753633445,0,7.210526315738938,0.5412469757081936,4.729138640365276,4.255930877502597,78.24139321011003,48,7.0,False,False
moderate,1,10047,174.19654088177467,0,7.210526315738938,10.029633888127124,3.8745157033372837,8.581873602040657,275.69795429893685,3,7.0,False,False
moderate,1,10048,173.2491468868304,0,6.84999999995199,0.7010316466840434,3.548662814175861,5.005618450948274,107.14619245344448,38,7.0,False,False
